sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,physiological category,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
470,A534,"Tartu, S; Angelier, F; Wingfield, JC; Bustamante, P; Labadie, P; Budzinski, H; Weimerskirch, H; Bustnes, JO; Chastel, O",10.1016/j.scitotenv.2014.10.008,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,prolacting in stress,ng/ml,high values = slow,physiology,wild,83.40,24.00,27.00,165.40,30.80,22.00,NA,stressed,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURESPHYSIOLOGY IN TEXT &  FIGURES, ",1,,1
471,A535,"Tartu, S; Gabrielsen, GW; Blevin, P; Ellis, H; Bustnes, JO; Herzke, D; Chastel, O",10.1021/es503297n,Rissa tridactyla,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
472,A537,"Tarwater, CE; Brawn, JD",10.1007/s00265-008-0574-8,Thamnophilus atrinucha,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Provisioning behaviour,visits/h/offspring,high values = slow,behavior,wild,1.02,0.38,16.00,0.91,0.40,16.00,parenting,,0,1,1,"LIFE-HISTORY IN TEXT AND FIGURE, during nestling period, LIFE-HISTORY IN TEXT AND FIGURE, during nestling period",1,,1
473,A537,"Tarwater, CE; Brawn, JD",10.1007/s00265-008-0574-8,Thamnophilus atrinucha,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Provisioning behaviour,visits/h/offspring,high values = slow,behavior,wild,2.87,1.55,25.00,2.71,1.20,25.00,parenting,,0,1,1,"LIFE-HISTORY IN TEXT AND FIGURE, during post-fledging period, LIFE-HISTORY IN TEXT AND FIGURE, during post-fledging period",1,,1
474,A538,"Taylor, EN; Denardo, DF",10.1002/jez.a.189,Crotalus atrox,reptile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"Size and body mass, Size and body mass",0
475,A538,"Taylor, EN; Denardo, DF",10.1002/jez.a.189,Crotalus atrox,reptile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"Size and body mass, Size and body mass",0
476,A550,"Tonra, CM; Marra, PP; Holberton, RL",10.1016/j.yhbeh.2013.10.004,Setophaga ruticilla,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Androgen levels,pg/ml,high values = fast,physiology,wild,393.77,180.49,13.00,330.80,192.38,21.00,NA,other,0,1,NA,"PHYSIOLOGY IN FIGURES, mid winter: adult, PHYSIOLOGY IN FIGURES, mid winter: adult",1,,1
477,A550,"Tonra, CM; Marra, PP; Holberton, RL",10.1016/j.yhbeh.2013.10.004,Setophaga ruticilla,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Androgen levels,pg/ml,high values = fast,physiology,wild,690.89,476.60,20.00,288.81,125.79,21.00,NA,other,0,1,NA,"PHYSIOLOGY IN FIGURES, late winter: adult, PHYSIOLOGY IN FIGURES, late winter: adult",1,,1
478,A550,"Tonra, CM; Marra, PP; Holberton, RL",10.1016/j.yhbeh.2013.10.004,Setophaga ruticilla,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Androgen levels,pg/ml,high values = fast,physiology,wild,417.99,226.08,16.00,340.48,259.01,21.00,NA,other,0,2,NA,"PHYSIOLOGY IN FIGURES, mid winter: young, PHYSIOLOGY IN FIGURES, mid winter: young",1,,1
479,A550,"Tonra, CM; Marra, PP; Holberton, RL",10.1016/j.yhbeh.2013.10.004,Setophaga ruticilla,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Androgen levels,pg/ml,high values = fast,physiology,wild,522.95,309.70,19.00,292.04,189.12,38.00,NA,other,0,2,NA,"PHYSIOLOGY IN FIGURES, late winter: young, PHYSIOLOGY IN FIGURES, late winter: young",1,,1
480,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"Anja did this, Anja did this",0
481,A562,"Verrier, D; Groscolas, R; Guinet, C; Arnould, JPY",10.1111/j.1365-2435.2010.01823.x,Arctocephalus tropicalis,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
482,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,NA,NA,NA,NA,iteroparous,NA,NA,monogamy,none,NA,NA,Oxidative burst (proxy for immune defence:higher better),reflectance,high values = slow,physiology,wild,29394.00,6946.00,10.00,26130.00,7364.00,9.00,NA,immun,0,1,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1",1,,1
483,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,NA,NA,NA,NA,iteroparous,NA,NA,monogamy,none,NA,NA,Oxidative burst (proxy for immune defence:higher better),reflectance,high values = slow,physiology,wild,18401.00,7019.00,10.00,20211.00,5659.00,10.00,NA,immun,0,2,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2",1,,1
484,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,NA,NA,NA,NA,iteroparous,NA,NA,monogamy,none,NA,NA,spleen SOD (antioxidant damage protection: higher better),units/mg,high values = slow,physiology,wild,11.88,1.23,3.00,14.52,3.83,7.00,NA,other,0,1,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1",1,,1
485,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,NA,NA,NA,NA,iteroparous,NA,NA,monogamy,none,NA,NA,spleen SOD (antioxidant damage protection: higher better),units/mg,high values = slow,physiology,wild,11.75,4.13,8.00,13.54,4.52,8.00,NA,other,0,2,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2",1,,1
486,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,NA,NA,NA,NA,iteroparous,NA,NA,monogamy,none,NA,NA,spleen tGSH (antioxidant damage protection: higher better),nmol/g,high values = slow,physiology,wild,62.24,35.38,9.00,44.70,40.21,9.00,NA,other,0,1,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1",1,,1
487,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,NA,NA,NA,NA,iteroparous,NA,NA,monogamy,none,NA,NA,spleen tGSH (antioxidant damage protection: higher better),nmol/g,high values = slow,physiology,wild,89.05,51.37,9.00,64.51,37.99,10.00,NA,other,0,2,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2",1,,1
488,A573,"Wegmann, M; Voegeli, B; Richner, H",10.1016/j.physbeh.2015.01.017,Parus major,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Antioxidant capacity (higher better),absorbance,high values = slow,physiology,wild,160.40,26.50,28.00,65.70,16.20,33.00,NA,,0,0,NA,"PHYSIOLOGY IN FIGURES, control brood size, PHYSIOLOGY IN FIGURES, control brood size",0,"error type not known, ",0
489,A573,"Wegmann, M; Voegeli, B; Richner, H",10.1016/j.physbeh.2015.01.017,Parus major,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Antioxidant capacity (higher better),absorbance,high values = slow,physiology,wild,103.20,21.30,28.00,127.10,18.70,34.00,NA,,0,0,NA,"PHYSIOLOGY IN FIGURES, enlarged brood size, PHYSIOLOGY IN FIGURES, enlarged brood size",0,"error type not known, ",0
490,A579,"Wiersma, P; Selman, C; Speakman, JR; Verhulst, S",10.1098/rsbl.2004.0171,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,superoxide dismutate (SOD) activity: higher better,O2 consumption (ml) per day,high values = slow,physiology,lab,0.46,0.07,10.00,0.52,0.15,10.00,NA,other,0,1,NA,"PHYSIOLOGY IN FIGURES, brood size 2, PHYSIOLOGY IN FIGURES, brood size 2",1,,1
491,A579,"Wiersma, P; Selman, C; Speakman, JR; Verhulst, S",10.1098/rsbl.2004.0171,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,superoxide dismutate (SOD) activity: higher better,O2 consumption (ml) per day,high values = slow,physiology,lab,0.35,0.06,9.00,0.36,0.06,9.00,NA,other,0,2,NA,"PHYSIOLOGY IN FIGURES, brood size 6, PHYSIOLOGY IN FIGURES, brood size 6",1,,1
492,A579,"Wiersma, P; Selman, C; Speakman, JR; Verhulst, S",10.1098/rsbl.2004.0171,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,glutathione peroxidaze (GPx) activity: higher better,O2 consumption (ml) per day,high values = slow,physiology,lab,0.53,0.20,10.00,0.56,0.23,10.00,NA,other,0,1,NA,"PHYSIOLOGY IN FIGURES, brood size 2, PHYSIOLOGY IN FIGURES, brood size 2",1,,1
493,A579,"Wiersma, P; Selman, C; Speakman, JR; Verhulst, S",10.1098/rsbl.2004.0171,Taeniopygia guttata,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,glutathione peroxidaze (GPx) activity: higher better,O2 consumption (ml) per day,high values = slow,physiology,lab,0.46,0.19,9.00,0.38,0.14,9.00,NA,other,0,2,NA,"PHYSIOLOGY IN FIGURES, brood size 6, PHYSIOLOGY IN FIGURES, brood size 6",1,,1
494,A583,"Wikelski, M; Hau, M; Robinson, WD; Wingfield, JC",10.1650/7251,,comparative: seasonality of reproduction in neotropical birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"figures from which is is impossible to extract estimates, figures from which is is impossible to extract estimates",0
495,A584,"Wikelski, M; Romero, LM",10.1093/icb/43.3.376,Amblyrhynchus cristatus,reptile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"Survival rates without error terms, Survival rates without error terms",0
496,A588,"Williams, JB; Munoz-Garcia, A; Ostrowski, S; Tieleman, BI",10.1007/s00360-003-0386-0,canids,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"MR values for two females and three males, MR values for two females and three males",0
497,A600,"Yli-Renko, M; Vesakoski, O; Pettay, JE",10.1111/eth.12323,Idotea balthica,crab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"model estimates, model estimates",0
498,A601,"Yoon, J; Ha, HS; Jung, JS; Park, SR",10.2108/zs140178,Ciconia boyciana,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"Anja did this, Anja did this",0
499,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,,NA,NA,Handling aggression,category: 0-3,high values = fast,behavior,wild,1.54,NA,81.00,0.96,NA,88.00,NA,,NA,NA,NA,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 1",0,"no error terms, no error terms",0
500,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,,NA,NA,Handling aggression,category: 0-3,high values = fast,behavior,wild,1.82,NA,339.00,1.58,NA,376.00,NA,,NA,NA,NA,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 2",0,"no error terms, no error terms",0
501,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,,NA,NA,Handling aggression,category: 0-3,high values = fast,behavior,wild,1.70,NA,223.00,1.25,NA,227.00,NA,,NA,NA,NA,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 3",0,"no error terms, no error terms",0
502,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,,NA,NA,Handling aggression,category: 0-3,high values = fast,behavior,wild,1.68,NA,282.00,1.31,NA,303.00,NA,,NA,NA,NA,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 4",0,"no error terms, no error terms",0
503,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,,NA,NA,openfield speed,-,high values = fast,behavior,wild,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 1",0,"no error terms, no error terms",0
504,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,,NA,NA,openfield speed,cm/s,high values = fast,behavior,wild,15.00,NA,81.00,13.09,NA,105.00,NA,,NA,NA,NA,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 2",0,"no error terms, no error terms",0
505,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,,NA,NA,openfield speed,cm/s,high values = fast,behavior,wild,13.14,NA,67.00,11.11,NA,66.00,NA,,NA,NA,NA,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 3",0,"no error terms, no error terms",0
506,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,,NA,NA,openfield speed,cm/s,high values = fast,behavior,wild,11.69,NA,65.00,9.84,NA,82.00,NA,,NA,NA,NA,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 4",0,"no error terms, no error terms",0
507,A631,Debecker et al,10.1111/1365-2656.12499,Ischnura spp.,insect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"model estimates, model estimates",0
508,A637,Downs et al,10.1086/684837,Mus musculus domesticus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"model estimates, model estimates",0
509,A640,Finkemeier et al,10.1111/eth.12448,Cavia aperea,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"body mass, body mass",0
510,A649,Havenstein et al ,http://dx.doi.org/10.1016/j.bbi.2015.09.018,Glis glis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,female,NA,NA,Lymphocyte count,number of cells,high values = slow,physiology,wild,10010.00,3300.00,31.00,9329.00,1445.00,17.00,NA,immun,0,1,NA,"MAINLY IN FIGURES BUT ALSO IN TEXTMAINLY IN FIGURES BUT ALSO IN TEXT, ",1,,1
511,A649,Havenstein et al ,http://dx.doi.org/10.1016/j.bbi.2015.09.018,Glis glis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,female,NA,NA,Phagocyte count,number of cells,high values = slow,physiology,wild,2800.00,850.00,31.00,2991.00,845.00,17.00,NA,immun,0,1,NA,"MAINLY IN FIGURES BUT ALSO IN TEXTMAINLY IN FIGURES BUT ALSO IN TEXT, ",1,,1
512,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,Endurance: time to exhaustion,s,high values = slow,physiology,wild,322.94,152.56,12.00,229.97,152.56,12.00,NA,other,0,1,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet",1,,1
513,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,Endurance: time to exhaustion,s,high values = slow,physiology,wild,484.40,187.23,12.00,229.97,187.23,12.00,NA,other,0,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet",1,,1
514,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,Endurance: time to exhaustion,s,high values = slow,physiology,wild,841.59,745.79,12.00,1141.69,745.79,12.00,NA,other,0,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet",1,,1
515,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,Endurance: time to exhaustion,s,high values = slow,physiology,wild,848.11,429.41,12.00,1161.26,429.41,12.00,NA,other,0,4,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet",1,,1
516,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,relative growth,size gain/initial size,high values = fast,development,wild,0.02,0.02,12.00,0.02,0.02,12.00,NA,,0,1,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet",1,,1
517,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,relative growth,size gain/initial size,high values = fast,development,wild,0.01,0.02,12.00,0.00,0.02,12.00,NA,,0,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet",0,,0
518,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,relative growth,size gain/initial size,high values = fast,development,wild,0.03,0.07,12.00,0.04,0.07,12.00,NA,,0,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet",1,,1
519,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,relative growth,size gain/initial size,high values = fast,development,wild,0.00,0.02,12.00,0.01,0.02,12.00,NA,,0,4,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet",0,,0
520,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,bacteria killed by blood (%),%,high values = slow,physiology,wild,67.06,11.78,12.00,68.97,11.78,12.00,NA,immun,0,1,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet",1,,0
521,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,bacteria killed by blood (%),%,high values = slow,physiology,wild,45.84,12.51,12.00,43.71,12.51,12.00,NA,immun,0,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet",1,,0
522,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,bacteria killed by blood (%),%,high values = slow,physiology,wild,50.29,30.87,12.00,47.75,30.87,12.00,NA,immun,0,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet",1,,0
523,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,bacteria killed by blood (%),%,high values = slow,physiology,wild,17.40,12.51,12.00,8.28,12.51,12.00,NA,immun,0,4,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet",1,,0
524,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,PHA swelling response,mm,high values = slow,physiology,wild,0.43,0.10,12.00,0.38,0.10,12.00,NA,immun,0,1,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet",1,,1
525,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,PHA swelling response,mm,high values = slow,physiology,wild,0.39,0.14,12.00,0.27,0.14,12.00,NA,immun,0,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet",1,,1
526,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,PHA swelling response,mm,high values = slow,physiology,wild,0.43,0.17,12.00,0.32,0.17,12.00,NA,immun,0,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet",1,,1
527,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,PHA swelling response,mm,high values = slow,physiology,wild,0.27,0.14,12.00,0.23,0.14,12.00,NA,immun,0,4,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet",1,,1
528,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,14.11,5.82,12.00,11.55,5.82,12.00,NA,baseline,0,1,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet",1,,1
529,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,17.66,6.17,12.00,12.63,6.17,12.00,NA,baseline,0,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet",1,,1
530,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,33.16,33.15,12.00,21.81,33.15,12.00,NA,baseline,0,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet",1,,1
531,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,NA,NA,NA,NA,iteroparous,NA,NA,polygyny,none,NA,NA,Corticosterone,ng/ml,high values = slow,physiology,wild,20.43,10.25,12.00,18.16,10.25,12.00,NA,baseline,0,4,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet",1,,1
532,A659,Kim&Velando,10.1007/s00265-016-2120-4,Gasterosteus aculeatus,fish,NA,NA,NA,NA,semelparous,NA,NA,promiscuity,male,NA,NA,Time to approach conspecifics,seconds,high values = slow,behavior,wild,86.60,50.30,68.00,76.20,45.18,85.00,exploration,,0,0,0,"BEHAVIOR IN TEXTBEHAVIOR IN TEXT, ",1,,1
533,A661,Krause et al,10.1086/684612,Zonotrichia leucophrys (2 subspp),bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"figures from which is is impossible to extract estimates, figures from which is is impossible to extract estimates",0
534,A670,Márquez-García et al,10.1016/j.ygcen.2016.03.027,Tenebrio molitor,arthropod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"body size, body size",0
535,A672,Mathot et al,10.1016/j.physbeh.2016.06.029,Parus major,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
536,A691,Thomas et al,10.1007/s10764-016-9908-y,Microcebus murinus,mammal,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,female,NA,NA,Latency to move,seconds,high values = fast,behavior,lab,1339.00,544.00,32.00,1227.00,540.00,40.00,NA,,0,0,0,"MASS AND BEHAVIOUR ESTIMATESMASS AND BEHAVIOUR ESTIMATES, ",0,"error type not known, ",0
